2023-06-19 22:01:06,735 INFO    StreamThr :19796 [internal.py:wandb_internal():86] W&B internal server running at pid: 19796, started at: 2023-06-19 22:01:06.734367
2023-06-19 22:01:06,737 DEBUG   HandlerThread:19796 [handler.py:handle_request():144] handle_request: status
2023-06-19 22:01:06,756 INFO    WriterThread:19796 [datastore.py:open_for_write():85] open: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_220106-0xd82n1r\run-0xd82n1r.wandb
2023-06-19 22:01:06,757 DEBUG   SenderThread:19796 [sender.py:send():369] send: header
2023-06-19 22:01:06,861 DEBUG   SenderThread:19796 [sender.py:send():369] send: run
2023-06-19 22:01:07,353 INFO    SenderThread:19796 [dir_watcher.py:__init__():211] watching files in: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_220106-0xd82n1r\files
2023-06-19 22:01:07,353 INFO    SenderThread:19796 [sender.py:_start_run_threads():1100] run started: 0xd82n1r with start time 1687226466.749371
2023-06-19 22:01:07,357 DEBUG   SenderThread:19796 [sender.py:send_request():396] send_request: summary_record
2023-06-19 22:01:07,357 INFO    SenderThread:19796 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 22:01:07,361 DEBUG   HandlerThread:19796 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 22:01:07,361 DEBUG   SenderThread:19796 [sender.py:send_request():396] send_request: check_version
2023-06-19 22:01:07,476 DEBUG   HandlerThread:19796 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 22:01:07,507 DEBUG   HandlerThread:19796 [system_info.py:__init__():31] System info init
2023-06-19 22:01:07,507 DEBUG   HandlerThread:19796 [system_info.py:__init__():46] System info init done
2023-06-19 22:01:07,507 INFO    HandlerThread:19796 [system_monitor.py:start():181] Starting system monitor
2023-06-19 22:01:07,507 INFO    SystemMonitor:19796 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-19 22:01:07,507 INFO    HandlerThread:19796 [system_monitor.py:probe():201] Collecting system info
2023-06-19 22:01:07,507 INFO    SystemMonitor:19796 [interfaces.py:start():190] Started cpu monitoring
2023-06-19 22:01:07,507 DEBUG   HandlerThread:19796 [system_info.py:probe():195] Probing system
2023-06-19 22:01:07,507 INFO    SystemMonitor:19796 [interfaces.py:start():190] Started disk monitoring
2023-06-19 22:01:07,507 INFO    SystemMonitor:19796 [interfaces.py:start():190] Started memory monitoring
2023-06-19 22:01:07,523 INFO    SystemMonitor:19796 [interfaces.py:start():190] Started network monitoring
2023-06-19 22:01:07,539 DEBUG   HandlerThread:19796 [system_info.py:_probe_git():180] Probing git
2023-06-19 22:01:07,739 DEBUG   HandlerThread:19796 [system_info.py:_probe_git():188] Probing git done
2023-06-19 22:01:07,739 DEBUG   HandlerThread:19796 [system_info.py:probe():240] Probing system done
