2023-06-19 22:20:44,031 INFO    StreamThr :26748 [internal.py:wandb_internal():86] W&B internal server running at pid: 26748, started at: 2023-06-19 22:20:44.030081
2023-06-19 22:20:44,033 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: status
2023-06-19 22:20:44,098 INFO    WriterThread:26748 [datastore.py:open_for_write():85] open: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\run-artvm5vr.wandb
2023-06-19 22:20:44,099 DEBUG   SenderThread:26748 [sender.py:send():369] send: header
2023-06-19 22:20:44,192 DEBUG   SenderThread:26748 [sender.py:send():369] send: run
2023-06-19 22:20:44,480 INFO    SenderThread:26748 [dir_watcher.py:__init__():211] watching files in: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files
2023-06-19 22:20:44,480 INFO    SenderThread:26748 [sender.py:_start_run_threads():1100] run started: artvm5vr with start time 1687227644.091082
2023-06-19 22:20:44,480 DEBUG   SenderThread:26748 [sender.py:send_request():396] send_request: summary_record
2023-06-19 22:20:44,480 INFO    SenderThread:26748 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 22:20:44,492 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 22:20:44,492 DEBUG   SenderThread:26748 [sender.py:send_request():396] send_request: check_version
2023-06-19 22:20:44,663 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 22:20:44,696 DEBUG   HandlerThread:26748 [system_info.py:__init__():31] System info init
2023-06-19 22:20:44,696 DEBUG   HandlerThread:26748 [system_info.py:__init__():46] System info init done
2023-06-19 22:20:44,696 INFO    HandlerThread:26748 [system_monitor.py:start():181] Starting system monitor
2023-06-19 22:20:44,697 INFO    SystemMonitor:26748 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-19 22:20:44,697 INFO    HandlerThread:26748 [system_monitor.py:probe():201] Collecting system info
2023-06-19 22:20:44,703 INFO    SystemMonitor:26748 [interfaces.py:start():190] Started cpu monitoring
2023-06-19 22:20:44,703 DEBUG   HandlerThread:26748 [system_info.py:probe():195] Probing system
2023-06-19 22:20:44,703 INFO    SystemMonitor:26748 [interfaces.py:start():190] Started disk monitoring
2023-06-19 22:20:44,704 INFO    SystemMonitor:26748 [interfaces.py:start():190] Started memory monitoring
2023-06-19 22:20:44,719 INFO    SystemMonitor:26748 [interfaces.py:start():190] Started network monitoring
2023-06-19 22:20:44,733 DEBUG   HandlerThread:26748 [system_info.py:_probe_git():180] Probing git
2023-06-19 22:20:44,917 DEBUG   HandlerThread:26748 [system_info.py:_probe_git():188] Probing git done
2023-06-19 22:20:44,917 DEBUG   HandlerThread:26748 [system_info.py:probe():240] Probing system done
2023-06-19 22:20:44,917 DEBUG   HandlerThread:26748 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.4', 'heartbeatAt': '2023-06-20T02:20:44.703516', 'startedAt': '2023-06-20T02:20:43.995826', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'my_proj', '--wandb_entity', 'gorcework', '--data_artifact', 'gorcework/my_proj/NYC-Taxi:v0'), 'state': 'running', 'program': 'C:\\zdev_ds\\mine\\mlops-zoomcamp\\cohorts\\2023\\02-experiment-tracking\\homework-wandb\\train.py', 'codePath': 'cohorts\\2023\\02-experiment-tracking\\homework-wandb\\train.py', 'git': {'remote': 'git@github.com:gabrielorce/mlops-zoomcamp.git', 'commit': '84cc5417b71236448a3fa3358f86e97d4f9e9e64'}, 'email': '63826702+gabrielorce@users.noreply.github.com', 'root': 'C:/zdev_ds/mine/mlops-zoomcamp', 'host': 'PowerGO', 'username': 'Bjorn', 'executable': 'C:\\Python310\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2501.0, 'min': 0.0, 'max': 2501.0}, 'cpu_freq_per_core': [{'current': 2501.0, 'min': 0.0, 'max': 2501.0}], 'disk': {'total': 907.8710899353027, 'used': 746.7667808532715}, 'memory': {'total': 15.933616638183594}}
2023-06-19 22:20:44,917 INFO    HandlerThread:26748 [system_monitor.py:probe():211] Finished collecting system info
2023-06-19 22:20:44,917 INFO    HandlerThread:26748 [system_monitor.py:probe():214] Publishing system info
2023-06-19 22:20:44,917 DEBUG   HandlerThread:26748 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-19 22:20:44,917 DEBUG   HandlerThread:26748 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-19 22:20:44,917 INFO    HandlerThread:26748 [system_monitor.py:probe():216] Finished publishing system info
2023-06-19 22:20:44,917 DEBUG   SenderThread:26748 [sender.py:send():369] send: files
2023-06-19 22:20:44,917 INFO    SenderThread:26748 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-19 22:20:44,954 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: stop_status
2023-06-19 22:20:44,955 DEBUG   SenderThread:26748 [sender.py:send_request():396] send_request: stop_status
2023-06-19 22:20:45,110 DEBUG   SenderThread:26748 [sender.py:send():369] send: telemetry
2023-06-19 22:20:45,448 DEBUG   SenderThread:26748 [sender.py:send():369] send: use_artifact
2023-06-19 22:20:45,510 INFO    Thread-16 :26748 [dir_watcher.py:_on_file_created():272] file/dir created: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files\requirements.txt
2023-06-19 22:20:45,510 INFO    Thread-16 :26748 [dir_watcher.py:_on_file_created():272] file/dir created: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files\wandb-summary.json
2023-06-19 22:20:45,510 INFO    Thread-16 :26748 [dir_watcher.py:_on_file_created():272] file/dir created: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files\wandb-metadata.json
2023-06-19 22:20:45,510 INFO    wandb-upload_0:26748 [upload_job.py:push():133] Uploaded file C:\Users\Bjorn\AppData\Local\Temp\tmp2332szeawandb\zrwqyxhy-wandb-metadata.json
2023-06-19 22:20:46,518 INFO    Thread-16 :26748 [dir_watcher.py:_on_file_created():272] file/dir created: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files\output.log
2023-06-19 22:20:48,531 INFO    Thread-16 :26748 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_222043-artvm5vr\files\output.log
2023-06-19 22:20:49,879 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: status_report
2023-06-19 22:20:54,279 DEBUG   HandlerThread:26748 [handler.py:handle_request():144] handle_request: partial_history
