2023-06-19 22:41:44,999 INFO    StreamThr :6700 [internal.py:wandb_internal():86] W&B internal server running at pid: 6700, started at: 2023-06-19 22:41:44.998632
2023-06-19 22:41:45,002 DEBUG   HandlerThread:6700 [handler.py:handle_request():144] handle_request: status
2023-06-19 22:41:45,025 INFO    WriterThread:6700 [datastore.py:open_for_write():85] open: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_224144-ovl8za46\run-ovl8za46.wandb
2023-06-19 22:41:45,025 DEBUG   SenderThread:6700 [sender.py:send():369] send: header
2023-06-19 22:41:45,112 DEBUG   SenderThread:6700 [sender.py:send():369] send: run
2023-06-19 22:41:45,782 INFO    SenderThread:6700 [dir_watcher.py:__init__():211] watching files in: C:\zdev_ds\mine\mlops-zoomcamp\cohorts\2023\02-experiment-tracking\homework-wandb\wandb\run-20230619_224144-ovl8za46\files
2023-06-19 22:41:45,782 INFO    SenderThread:6700 [sender.py:_start_run_threads():1100] run started: ovl8za46 with start time 1687228905.012632
2023-06-19 22:41:45,782 DEBUG   SenderThread:6700 [sender.py:send_request():396] send_request: summary_record
2023-06-19 22:41:45,782 INFO    SenderThread:6700 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 22:41:45,797 DEBUG   HandlerThread:6700 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 22:41:45,797 DEBUG   SenderThread:6700 [sender.py:send_request():396] send_request: check_version
2023-06-19 22:41:45,992 DEBUG   HandlerThread:6700 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 22:41:46,015 DEBUG   HandlerThread:6700 [system_info.py:__init__():31] System info init
2023-06-19 22:41:46,015 DEBUG   HandlerThread:6700 [system_info.py:__init__():46] System info init done
2023-06-19 22:41:46,015 INFO    HandlerThread:6700 [system_monitor.py:start():181] Starting system monitor
2023-06-19 22:41:46,015 INFO    SystemMonitor:6700 [system_monitor.py:_start():145] Starting system asset monitoring threads
